timestamp,gsr_z,hr_bpm
0,2.9013,82.99
1000,1.9526,86.16
2000,2.2077,85.8
3000,2.6294,81.23
4000,3.4158,89.79
5000,3.6844,95.66
6000,3.9772,88.49
7000,3.8364,86.43
8000,3.2943,82.26
9000,2.4364,90.01
10000,1.8686,88.61
11000,1.9359,85.61
12000,1.0611,86.56
13000,1.816,87.0
14000,2.5018,83.73
15000,2.3862,89.97
16000,3.021,91.01
17000,4.0922,90.15
18000,4.0223,92.78
19000,4.2339,89.6
20000,3.779,86.91
21000,4.0749,90.17
22000,3.4139,95.83
23000,2.9195,94.0
24000,1.921,94.56
25000,1.8203,95.1
26000,1.8362,92.01
27000,1.6696,95.0
28000,1.5779,95.58
29000,0.8013,96.33
