timestamp,gsr_z,hr_bpm
0,2.196,71.32
1000,2.5829,74.11
2000,1.8898,76.59
3000,1.5747,79.74
4000,1.3065,78.62
5000,1.2199,78.73
6000,1.0988,84.49
7000,1.8607,84.04
8000,2.3308,84.22
9000,1.9824,83.07
10000,1.5767,79.09
11000,1.4192,78.36
12000,0.9715,74.64
13000,1.9297,72.51
14000,1.3846,71.4
15000,1.6515,79.3
16000,1.4862,77.48
17000,1.2316,77.44
18000,1.5378,77.13
19000,1.1231,87.67
20000,0.8366,90.51
21000,0.8133,93.57
22000,0.7686,89.45
23000,0.7646,86.04
24000,0.7626,84.97
25000,0.7939,84.92
26000,0.8268,79.28
27000,0.7906,81.35
28000,0.8405,82.33
29000,1.77,74.84
