timestamp,gsr_z,hr_bpm
0,3.0437,70.67
1000,3.2013,68.26
2000,3.4171,69.27
3000,3.531,70.86
4000,3.2744,68.3
5000,2.4072,67.15
6000,2.7393,67.08
7000,2.4683,67.91
8000,2.8676,67.98
9000,3.409,66.41
10000,4.0827,69.72
11000,4.5151,70.02
12000,4.5034,71.31
13000,4.5473,67.23
14000,4.5518,68.01
15000,4.5416,67.05
16000,4.4981,72.33
17000,4.5005,70.48
18000,4.4629,66.47
19000,4.4632,73.3
20000,4.4901,68.52
21000,4.4937,66.57
22000,4.4517,66.67
23000,4.4678,67.82
24000,4.5485,68.48
25000,4.5672,72.34
26000,4.4567,76.71
27000,4.4974,76.04
28000,4.5358,74.37
29000,4.4707,84.21
