timestamp,gsr_z,hr_bpm
0,2.4995,68.43
1000,2.4207,70.28
2000,2.5221,71.75
3000,2.8945,69.7
4000,2.4605,70.52
5000,2.5676,69.69
6000,2.2934,74.09
7000,1.7507,74.88
8000,1.312,76.69
9000,1.1118,76.51
10000,0.74,75.87
11000,1.3043,76.58
12000,2.3776,73.64
13000,2.278,68.57
14000,2.9594,69.15
15000,2.2086,73.54
16000,2.4696,70.74
17000,2.3198,69.69
18000,1.8564,74.73
19000,1.8908,67.41
20000,0.7793,67.46
21000,0.7628,68.27
22000,0.8161,66.61
23000,0.8147,72.07
24000,0.7983,75.01
25000,0.7643,75.72
26000,0.8104,67.76
27000,0.7618,66.64
28000,0.7986,67.94
29000,0.8245,70.85
