timestamp,gsr_z,hr_bpm
0,0.8722,78.94
1000,1.7215,75.53
2000,2.8784,72.65
3000,2.8753,79.19
4000,3.8055,77.07
5000,2.9956,67.06
6000,3.0721,70.7
7000,2.9191,80.91
8000,1.9453,80.33
9000,0.98,80.7
10000,0.7824,82.33
11000,1.0247,80.42
12000,1.0088,76.1
13000,0.8073,77.67
14000,0.8395,75.57
15000,1.0213,78.74
16000,0.7969,79.21
17000,0.8083,77.23
18000,0.8011,78.03
19000,0.8101,78.23
20000,1.1851,69.19
21000,0.7809,71.23
22000,0.82,75.2
23000,0.8179,76.33
24000,0.849,76.72
25000,0.9201,82.05
26000,1.0489,79.75
27000,1.2691,79.54
28000,0.782,80.98
29000,0.8377,78.24
