timestamp,gsr_z,hr_bpm
0,2.1365,67.94
1000,2.995,71.74
2000,3.522,77.62
3000,4.5069,74.91
4000,4.3939,75.65
5000,4.5165,73.26
6000,4.3779,73.91
7000,4.4802,70.08
8000,4.4542,70.42
9000,4.4734,66.95
10000,4.4494,67.37
11000,4.5487,70.62
12000,4.5366,67.14
13000,4.5062,67.04
14000,4.5144,68.04
15000,4.4905,67.45
16000,4.4555,69.72
17000,4.5215,68.98
18000,4.5023,74.63
19000,4.4884,68.72
20000,4.4683,74.58
21000,4.4565,76.27
22000,4.4772,82.07
23000,4.5068,79.51
24000,4.4625,73.8
25000,4.4997,76.76
26000,4.5271,74.4
27000,4.5158,77.68
28000,4.5014,81.4
29000,4.4934,78.13
