timestamp,gsr_z,hr_bpm
0,1.9082,76.12
1000,1.6657,84.13
2000,1.7851,84.32
3000,1.7089,79.19
4000,1.6819,72.06
5000,1.5048,87.54
6000,1.5014,82.87
7000,1.2762,88.58
8000,1.355,83.92
9000,1.6718,86.22
10000,1.7811,78.02
11000,0.8492,79.08
12000,0.7927,82.62
13000,1.7765,85.0
14000,1.0163,79.03
15000,1.4938,79.5
16000,0.7376,75.79
17000,1.6336,77.95
18000,0.78,80.58
19000,1.2731,82.91
20000,1.0172,83.82
21000,0.8088,86.83
22000,0.7944,82.95
23000,1.9951,72.57
24000,2.0813,74.73
25000,1.9326,75.99
26000,1.814,77.64
27000,2.2988,78.36
28000,1.7363,76.92
29000,0.8143,78.42
