timestamp,gsr_z,hr_bpm
0,1.7355,95.0
1000,1.7457,86.47
2000,2.6656,92.49
3000,4.3792,92.35
4000,4.5082,85.43
5000,4.5062,94.82
6000,4.524,94.9
7000,4.4914,92.72
8000,4.4738,93.38
9000,4.5479,95.76
10000,4.1181,95.72
11000,3.5841,88.69
12000,3.0016,90.65
13000,3.0966,87.16
14000,3.533,87.37
15000,3.3661,87.69
16000,2.783,84.41
17000,1.9587,83.02
18000,1.9871,86.61
19000,1.1869,93.19
20000,0.7642,88.09
21000,1.2551,88.14
22000,1.0238,90.77
23000,0.8365,91.01
24000,0.7732,85.04
25000,0.7992,86.37
26000,0.7847,89.75
27000,0.8223,91.62
28000,0.8007,92.42
29000,0.841,94.63
