timestamp,gsr_z,hr_bpm
0,1.7148,73.98
1000,1.9288,78.23
2000,2.8716,77.15
3000,3.0972,77.88
4000,3.5196,70.22
5000,4.0908,68.45
6000,3.5571,71.99
7000,4.1142,73.97
8000,4.3734,71.56
9000,4.5125,67.2
10000,4.3585,77.91
11000,4.4351,75.31
12000,4.5072,69.58
13000,4.4872,67.65
14000,4.505,67.74
15000,4.4312,75.3
16000,4.5539,82.73
17000,4.4738,87.35
18000,4.5345,79.41
19000,4.5343,80.28
20000,4.5742,86.55
21000,4.5114,87.49
22000,4.508,79.98
23000,4.5117,79.0
24000,4.5016,77.57
25000,4.4163,78.98
26000,4.4743,78.83
27000,4.458,76.92
28000,4.4825,72.84
29000,4.4972,80.76
