timestamp,gsr_z,hr_bpm
0,1.3167,75.03
1000,1.3556,78.13
2000,2.1533,79.77
3000,2.6945,77.27
4000,2.2487,77.55
5000,1.8204,76.73
6000,1.5357,77.12
7000,2.1336,72.71
8000,2.8783,73.48
9000,3.9065,73.14
10000,3.4069,73.18
11000,4.1674,74.2
12000,4.0705,76.92
13000,3.5286,76.93
14000,3.4645,74.75
15000,3.212,75.13
16000,3.0662,79.88
17000,2.393,78.05
18000,1.8758,70.09
19000,3.1171,70.9
20000,4.158,68.1
21000,2.9115,67.01
22000,3.5396,70.07
23000,2.9601,80.67
24000,2.241,79.07
25000,1.6175,78.53
26000,1.4953,75.18
27000,1.235,82.56
28000,0.7927,80.24
29000,0.8379,73.47
