timestamp,gsr_z,hr_bpm
0,1.5698,75.14
1000,1.8714,76.46
2000,2.0375,68.72
3000,2.169,66.72
4000,1.6533,66.73
5000,2.1409,74.36
6000,2.048,76.77
7000,1.4369,79.86
8000,2.3863,81.36
9000,3.0302,75.5
10000,3.736,80.83
11000,4.2786,84.17
12000,4.5023,80.09
13000,4.5023,77.23
14000,4.5123,72.33
15000,4.5229,67.65
16000,4.5321,78.07
17000,4.469,83.49
18000,4.5175,80.43
19000,4.4817,72.16
20000,4.5083,76.89
21000,4.5212,71.31
22000,4.51,73.13
23000,4.4746,76.11
24000,4.4758,80.79
25000,4.4882,81.61
26000,4.5037,80.45
27000,4.5512,78.35
28000,4.5346,79.98
29000,4.5318,83.95
