timestamp,gsr_z,hr_bpm
0,1.0327,78.92
1000,1.9304,81.35
2000,2.0461,75.62
3000,1.5623,79.34
4000,1.0608,84.3
5000,1.5587,81.51
6000,2.1465,78.38
7000,1.9536,77.71
8000,1.3856,83.97
9000,0.8158,84.32
10000,1.9046,94.09
11000,2.3818,87.14
12000,2.5252,87.1
13000,1.6531,91.11
14000,1.1363,92.91
15000,1.289,95.86
16000,0.8003,94.13
17000,0.8245,88.65
18000,0.7956,85.8
19000,0.7687,82.79
20000,0.9314,80.46
21000,1.2711,78.79
22000,0.7957,78.22
23000,1.0427,88.8
24000,0.7461,79.56
25000,0.8363,77.77
26000,0.8204,78.29
27000,0.81,82.48
28000,0.8082,81.72
29000,0.7717,83.49
