timestamp,gsr_z,hr_bpm
0,2.1317,78.56
1000,2.7772,76.37
2000,2.8075,75.29
3000,3.1125,77.31
4000,4.1656,78.19
5000,4.4975,81.57
6000,4.5235,73.67
7000,4.1067,72.33
8000,4.1327,68.01
9000,4.4932,68.33
10000,3.9252,70.14
11000,4.4138,72.64
12000,4.4661,73.6
13000,4.5491,75.1
14000,4.111,74.41
15000,4.3538,69.33
16000,4.2159,73.82
17000,4.2167,67.06
18000,4.4445,67.1
19000,4.4614,67.67
20000,4.5433,73.42
21000,4.5285,66.87
22000,4.5267,70.18
23000,4.5374,73.54
24000,4.4854,72.17
25000,4.5087,71.73
26000,4.5274,81.36
27000,4.4747,81.46
28000,4.4439,85.43
29000,4.4894,88.41
