timestamp,gsr_z,hr_bpm
0,3.0559,91.58
1000,3.0321,89.25
2000,4.1325,90.64
3000,4.5258,92.5
4000,4.4977,95.07
5000,4.3921,96.2
6000,3.64,95.32
7000,4.5458,95.65
8000,4.5373,91.4
9000,4.5019,89.8
10000,4.516,91.68
11000,4.5067,93.13
12000,3.7432,95.18
13000,3.3357,87.66
14000,2.3974,92.06
15000,1.6977,89.9
16000,1.4648,90.17
17000,0.9302,89.61
18000,0.8196,88.97
19000,0.8403,93.96
20000,0.8537,90.44
21000,1.4975,91.64
22000,1.5935,84.92
23000,1.3431,81.26
24000,1.318,90.55
25000,1.0809,87.52
26000,0.9847,90.49
27000,0.7589,95.34
28000,0.8329,96.7
29000,1.0811,87.96
