timestamp,gsr_z,hr_bpm
0,3.0029,67.07
1000,2.9719,71.27
2000,3.6806,69.45
3000,3.4438,69.48
4000,3.6254,69.92
5000,3.3198,67.42
6000,4.3561,73.29
7000,4.3838,75.48
8000,4.282,77.14
9000,4.5143,78.84
10000,4.1937,80.21
11000,3.8197,81.75
12000,3.6878,77.45
13000,4.5274,73.79
14000,4.5382,71.68
15000,3.133,69.86
16000,2.5968,81.02
17000,2.0674,80.32
18000,1.6088,81.92
19000,2.3041,78.65
20000,2.6747,85.45
21000,2.8791,87.09
22000,1.5005,92.23
23000,1.3751,86.47
24000,0.7762,80.33
25000,0.7875,80.69
26000,0.792,77.1
27000,0.7678,76.97
28000,0.8078,77.14
29000,0.7822,75.12
