timestamp,gsr_z,hr_bpm
0,2.6948,80.9
1000,2.7102,67.81
2000,1.6965,66.4
3000,2.315,71.15
4000,2.0476,71.91
5000,1.5338,71.7
6000,2.2617,74.63
7000,2.5908,78.0
8000,2.2963,72.32
9000,3.0861,78.68
10000,2.978,83.68
11000,2.8697,88.92
12000,2.8504,81.23
13000,2.6812,76.23
14000,3.0768,72.61
15000,2.8612,77.5
16000,3.1116,71.98
17000,3.762,74.24
18000,4.2429,67.14
19000,4.5017,67.46
20000,3.4769,73.01
21000,3.5195,72.88
22000,3.1091,71.77
23000,3.5771,72.87
24000,4.4903,76.42
25000,4.2286,80.86
26000,4.4663,76.66
27000,3.6805,75.32
28000,3.8783,68.5
29000,3.9353,67.9
