timestamp,gsr_z,hr_bpm
0,2.4155,74.68
1000,2.0982,78.99
2000,1.6017,85.07
3000,1.32,80.19
4000,1.4874,71.67
5000,1.2157,75.6
6000,0.952,68.43
7000,0.8145,75.74
8000,0.772,86.26
9000,1.2322,83.35
10000,1.3593,73.0
11000,0.8474,75.56
12000,1.8747,75.16
13000,1.6072,70.73
14000,2.0446,72.08
15000,2.1264,76.3
16000,1.9227,75.36
17000,1.365,77.22
18000,0.7907,72.96
19000,0.7943,72.32
20000,0.8324,70.2
21000,0.7968,71.4
22000,0.7406,74.43
23000,0.812,74.6
24000,0.8289,76.88
25000,1.6228,78.1
26000,1.7615,84.35
27000,0.9189,80.24
28000,0.764,77.49
29000,0.8182,72.65
