timestamp,gsr_z,hr_bpm
0,1.792,67.74
1000,1.9249,71.79
2000,2.3388,76.01
3000,2.9818,74.46
4000,2.9299,71.69
5000,2.6657,73.48
6000,2.0936,69.25
7000,1.2833,69.19
8000,1.8942,68.87
9000,2.0654,71.7
10000,2.9651,71.29
11000,3.4543,78.12
12000,2.6853,74.18
13000,2.8339,76.17
14000,3.1752,69.84
15000,2.7494,67.33
16000,1.8004,70.34
17000,1.89,66.8
18000,2.3314,66.95
19000,3.0149,68.13
20000,2.811,68.9
21000,2.1167,69.88
22000,1.1099,76.18
23000,0.7356,74.68
24000,1.2883,73.51
25000,0.82,72.98
26000,0.782,67.1
27000,0.801,68.03
28000,0.8209,71.71
29000,0.7919,70.58
