timestamp,gsr_z,hr_bpm
0,1.055,89.78
1000,1.1206,81.29
2000,1.8132,75.97
3000,1.6881,74.14
4000,1.9782,75.36
5000,2.6907,81.91
6000,2.1822,81.53
7000,2.1675,81.96
8000,2.02,85.55
9000,2.8564,87.74
10000,3.3854,91.89
11000,4.4811,90.02
12000,4.5741,83.87
13000,3.2151,84.75
14000,3.912,81.88
15000,2.9863,75.65
16000,1.6949,74.86
17000,1.4271,73.39
18000,1.0952,76.31
19000,1.4965,68.91
20000,1.4842,77.77
21000,1.1768,81.48
22000,1.3536,81.4
23000,1.4921,81.13
24000,0.768,90.22
25000,0.8156,88.67
26000,0.8041,86.42
27000,0.8475,84.01
28000,0.7716,77.2
29000,1.5633,73.48
