timestamp,gsr_z,hr_bpm
0,3.0606,83.13
1000,3.0726,84.99
2000,3.5359,84.81
3000,2.7619,88.65
4000,1.994,88.35
5000,1.4725,88.66
6000,0.9308,85.65
7000,1.2968,87.76
8000,0.837,86.33
9000,0.9564,90.47
10000,0.882,91.7
11000,0.7698,95.75
12000,0.7277,94.23
13000,0.8568,84.96
14000,0.8799,86.72
15000,0.8151,84.88
16000,0.8202,85.5
17000,0.7174,90.56
18000,0.825,87.18
19000,0.8086,92.06
20000,0.8048,90.67
21000,0.798,80.95
22000,0.7367,85.3
23000,0.7591,86.78
24000,0.8194,86.22
25000,0.7937,95.0
26000,0.7886,94.29
27000,0.789,95.61
28000,0.7759,95.39
29000,0.745,87.62
