timestamp,gsr_z,hr_bpm
0,1.722,73.32
1000,1.6001,74.45
2000,1.2559,71.9
3000,1.7688,78.04
4000,1.2054,79.69
5000,1.5498,80.58
6000,1.4993,72.18
7000,1.5141,76.62
8000,0.9574,78.49
9000,0.8641,77.61
10000,1.6693,76.62
11000,1.6226,72.31
12000,1.6133,73.63
13000,1.2723,73.1
14000,0.8167,74.9
15000,0.8141,73.92
16000,0.7642,68.23
17000,0.7865,69.51
18000,0.7962,70.56
19000,1.6277,71.12
20000,1.5281,71.56
21000,1.7188,68.8
22000,1.5126,67.65
23000,1.4229,70.06
24000,2.6932,69.88
25000,2.8837,82.88
26000,2.2702,83.05
27000,0.8378,83.98
28000,0.8775,87.44
29000,1.5061,82.3
