timestamp,gsr_z,hr_bpm
0,2.7253,80.54
1000,2.679,81.35
2000,2.1897,83.16
3000,2.2369,88.14
4000,2.2616,83.7
5000,2.0487,80.17
6000,2.8434,76.0
7000,2.6133,78.6
8000,3.1869,73.97
9000,4.0225,76.94
10000,3.8822,80.83
11000,3.5339,75.42
12000,3.678,67.89
13000,4.4587,66.66
14000,4.4896,69.79
15000,4.5148,67.53
16000,4.2412,79.59
17000,4.5294,86.6
18000,4.5735,87.2
19000,4.476,84.22
20000,4.4224,77.2
21000,4.4959,77.85
22000,4.4973,74.98
23000,4.4837,73.8
24000,4.5034,77.44
25000,4.4861,75.27
26000,4.4959,79.04
27000,4.4866,77.28
28000,4.4953,72.8
29000,4.5231,67.81
