timestamp,gsr_z,hr_bpm
0,2.6835,91.81
1000,3.1926,95.11
2000,2.5181,91.31
3000,2.7816,90.78
4000,2.5496,91.12
5000,1.7674,89.28
6000,1.8324,86.37
7000,1.6437,90.23
8000,1.2085,94.84
9000,1.2615,93.43
10000,1.3974,86.54
11000,2.1541,81.82
12000,1.7391,89.9
13000,1.5745,89.19
14000,1.5116,90.64
15000,1.4799,94.56
16000,1.2285,95.71
17000,0.9583,93.5
18000,1.192,85.81
19000,2.7123,88.94
20000,2.321,86.72
21000,2.1737,84.71
22000,2.8355,90.46
23000,1.9512,83.74
24000,1.2026,86.8
25000,2.9303,83.23
26000,2.4186,82.48
27000,2.2749,81.04
28000,2.8038,80.26
29000,2.2834,88.0
