timestamp,gsr_z,hr_bpm
0,2.7771,76.64
1000,2.655,74.58
2000,2.5221,70.46
3000,3.1303,74.62
4000,4.4881,75.58
5000,4.5013,82.04
6000,4.521,75.24
7000,4.4828,84.38
8000,4.4914,80.83
9000,4.5253,81.82
10000,4.5183,83.43
11000,4.5208,77.53
12000,4.4569,77.87
13000,4.4681,73.64
14000,4.5061,67.48
15000,4.5252,70.73
16000,4.4364,67.71
17000,4.3711,67.3
18000,4.0119,72.24
19000,4.5131,76.57
20000,4.5425,75.24
21000,4.563,69.44
22000,4.4954,79.52
23000,4.5433,69.13
24000,4.4515,67.0
25000,4.495,79.48
26000,4.4925,82.42
27000,4.5322,78.56
28000,4.5271,85.85
29000,4.4795,83.62
