timestamp,gsr_z,hr_bpm
0,1.7747,81.49
1000,1.2727,79.3
2000,2.0221,78.89
3000,1.33,82.48
4000,0.9547,88.82
5000,1.0564,89.13
6000,0.8669,85.04
7000,0.7963,81.21
8000,1.2391,79.59
9000,0.8005,90.42
10000,1.0092,90.34
11000,0.7882,87.62
12000,0.87,95.49
13000,1.0647,96.24
14000,2.2402,93.31
15000,2.1936,95.81
16000,2.4901,89.52
17000,1.5399,88.29
18000,2.1853,85.7
19000,2.3658,92.55
20000,2.5347,94.28
21000,2.0134,85.67
22000,1.3556,81.53
23000,1.7684,87.28
24000,1.5967,85.57
25000,1.6352,83.51
26000,1.6083,85.45
27000,0.8356,84.06
28000,0.8429,87.53
29000,0.8143,84.24
