timestamp,gsr_z,hr_bpm
0,1.7815,67.31
1000,1.4989,71.63
2000,1.3493,67.27
3000,1.3476,75.57
4000,1.46,74.31
5000,0.8076,74.33
6000,1.1488,77.61
7000,1.3655,81.52
8000,1.9408,83.77
9000,2.3976,78.45
10000,3.247,78.73
11000,2.8911,76.87
12000,2.4598,73.88
13000,3.43,74.29
14000,3.2019,75.5
15000,3.0777,74.82
16000,3.0053,72.3
17000,3.1559,79.19
18000,3.4041,79.35
19000,3.0578,78.99
20000,2.7657,70.2
21000,3.3445,72.19
22000,3.2539,74.52
23000,3.7811,74.75
24000,4.3939,74.04
25000,4.4606,69.34
26000,3.1863,68.31
27000,3.2617,67.2
28000,3.2736,67.65
29000,3.4455,72.93
