timestamp,gsr_z,hr_bpm
0,1.667,84.2
1000,2.4698,75.07
2000,3.6462,75.8
3000,4.5325,79.47
4000,4.4742,84.25
5000,4.499,84.53
6000,4.4783,75.69
7000,4.5279,74.8
8000,4.4824,78.78
9000,3.8504,78.89
10000,4.1769,82.84
11000,4.4658,82.6
12000,4.4879,79.68
13000,4.5378,80.25
14000,4.5141,79.37
15000,4.4799,79.05
16000,4.4867,83.43
17000,4.5026,82.56
18000,4.5027,75.98
19000,4.5244,77.51
20000,4.3766,79.37
21000,4.5061,82.02
22000,4.4735,78.15
23000,4.286,75.37
24000,4.5336,74.27
25000,3.7986,75.48
26000,4.2006,76.88
27000,4.4683,83.31
28000,4.5128,75.28
29000,4.5504,70.08
