timestamp,gsr_z,hr_bpm
0,3.6429,74.42
1000,3.684,73.84
2000,3.5432,75.39
3000,3.0372,72.56
4000,2.7966,75.95
5000,2.372,75.11
6000,1.9143,73.29
7000,2.1482,74.99
8000,2.7626,69.5
9000,2.3836,75.96
10000,3.1489,74.48
11000,3.835,78.81
12000,4.1832,87.58
13000,4.4199,87.83
14000,4.5241,88.87
15000,4.5506,78.5
16000,3.3351,82.28
17000,3.5301,87.45
18000,3.7984,81.13
19000,3.448,78.23
20000,3.1678,71.23
21000,3.0026,68.42
22000,2.9088,71.0
23000,3.3885,75.98
24000,2.4168,86.65
25000,2.47,81.99
26000,1.3794,79.18
27000,1.5193,83.19
28000,1.4124,83.98
29000,1.4183,86.99
