timestamp,gsr_z,hr_bpm
0,1.7815,72.66
1000,1.5227,82.09
2000,2.0114,77.72
3000,1.8744,77.67
4000,2.1727,81.76
5000,1.8183,78.32
6000,1.6474,71.98
7000,1.9494,77.27
8000,1.5485,70.53
9000,1.3981,76.5
10000,1.2037,79.09
11000,1.0584,81.12
12000,0.7927,79.33
13000,0.7953,86.04
14000,0.7493,83.32
15000,0.8666,77.05
16000,0.8053,71.22
17000,0.814,80.65
18000,0.8216,77.22
19000,0.798,77.2
20000,0.7982,71.29
21000,0.8003,68.25
22000,0.8,79.11
23000,0.8014,74.96
24000,0.7744,67.42
25000,0.8428,69.29
26000,0.8053,77.1
27000,0.7568,74.73
28000,0.827,72.6
29000,0.8006,74.01
