timestamp,gsr_z,hr_bpm
0,2.5996,91.7
1000,2.7255,86.01
2000,2.3383,87.53
3000,2.7919,83.38
4000,3.4377,83.12
5000,4.4966,78.97
6000,4.5309,86.95
7000,4.2848,88.97
8000,4.1716,85.84
9000,3.7625,81.18
10000,3.6111,75.63
11000,3.6654,70.05
12000,2.7815,74.36
13000,2.9697,76.99
14000,3.0934,70.8
15000,3.3532,71.72
16000,2.9705,75.21
17000,2.4973,76.94
18000,2.3349,82.97
19000,2.9171,84.16
20000,3.7667,85.57
21000,3.8154,89.74
22000,2.6873,88.65
23000,2.6413,94.53
24000,1.3354,87.01
25000,2.3167,85.99
26000,1.9396,86.69
27000,2.0396,84.69
28000,1.7349,80.04
29000,1.0573,82.08
