timestamp,gsr_z,hr_bpm
0,2.6114,74.29
1000,2.9364,76.87
2000,3.5008,75.93
3000,3.3657,76.89
4000,2.1429,74.08
5000,2.8537,78.24
6000,2.784,83.33
7000,2.7436,82.86
8000,2.7416,82.14
9000,3.0311,83.59
10000,3.1995,85.59
11000,3.1837,84.99
12000,3.3572,83.35
13000,3.1565,80.91
14000,4.1815,82.58
15000,4.5382,83.17
16000,4.5111,86.47
17000,4.487,86.39
18000,4.4995,79.7
19000,4.1925,82.49
20000,4.5413,88.18
21000,4.118,86.24
22000,4.4958,82.8
23000,3.3643,81.58
24000,2.8916,84.17
25000,3.6862,83.35
26000,4.4802,75.54
27000,4.5439,74.8
28000,4.5809,80.84
29000,4.3933,72.83
