timestamp,gsr_z,hr_bpm
0,1.7632,66.33
1000,2.1997,68.23
2000,2.4828,69.26
3000,2.2304,73.66
4000,2.1421,69.35
5000,1.6762,72.71
6000,2.2,74.4
7000,1.4637,74.41
8000,1.0245,76.41
9000,1.0325,77.05
10000,0.8239,81.04
11000,0.8217,77.69
12000,2.279,86.55
13000,2.3484,85.73
14000,3.4254,85.83
15000,4.5343,80.73
16000,4.4601,80.4
17000,4.4953,81.74
18000,4.515,81.16
19000,3.9693,77.63
20000,4.0937,75.32
21000,2.9402,73.2
22000,3.5838,77.83
23000,3.633,80.62
24000,2.4901,77.42
25000,1.2384,75.4
26000,0.8282,76.97
27000,0.7924,72.39
28000,0.7849,73.56
29000,0.7999,77.06
