timestamp,gsr_z,hr_bpm
0,1.3801,83.74
1000,1.8932,77.67
2000,2.1801,75.51
3000,2.6691,71.65
4000,2.6574,68.06
5000,2.6387,73.87
6000,2.6241,73.24
7000,2.885,72.83
8000,4.4947,71.43
9000,4.5955,71.63
10000,4.4432,81.73
11000,4.4707,78.48
12000,4.4931,76.99
13000,4.0782,78.88
14000,4.4997,76.79
15000,4.5284,83.93
16000,4.4886,84.43
17000,4.5408,81.68
18000,4.5088,84.84
19000,4.5392,88.77
20000,4.5343,91.29
21000,4.4581,92.38
22000,4.4513,84.23
23000,4.4711,85.36
24000,4.5414,83.9
25000,4.4853,88.02
26000,4.4968,84.03
27000,4.5267,79.07
28000,4.4817,83.71
29000,4.4932,81.71
