timestamp,gsr_z,hr_bpm
0,2.0129,72.93
1000,1.9092,74.23
2000,1.7722,76.38
3000,2.6883,77.7
4000,3.3904,81.77
5000,2.9374,85.99
6000,3.6115,87.94
7000,3.2625,86.32
8000,4.5014,80.4
9000,4.4919,77.36
10000,3.858,73.51
11000,4.4631,73.68
12000,4.4683,78.27
13000,4.4929,78.41
14000,4.5172,77.32
15000,4.4513,77.15
16000,4.4764,79.92
17000,4.544,72.62
18000,4.4839,76.14
19000,4.5537,73.63
20000,4.5525,73.09
21000,4.485,72.95
22000,4.5096,73.54
23000,4.4993,77.55
24000,4.5073,71.24
25000,4.5113,75.16
26000,4.4277,74.1
27000,4.5374,79.18
28000,4.4645,80.88
29000,4.6006,79.42
