timestamp,gsr_z,hr_bpm
0,2.9945,66.79
1000,2.7595,67.37
2000,2.6882,71.41
3000,1.9844,69.37
4000,1.8858,76.44
5000,2.8951,70.65
6000,4.2905,69.02
7000,4.4945,70.08
8000,4.4397,72.46
9000,4.1421,72.66
10000,3.9784,70.42
11000,4.5415,77.71
12000,4.4957,78.26
13000,4.5069,71.33
14000,4.4717,70.42
15000,4.4984,74.56
16000,4.446,76.33
17000,4.4883,72.13
18000,4.5279,71.25
19000,4.4967,72.99
20000,4.5503,75.9
21000,4.5329,74.47
22000,4.4936,69.31
23000,4.4313,70.06
24000,4.547,67.83
25000,4.4787,67.12
26000,4.5399,70.05
27000,4.483,74.22
28000,4.5095,77.2
29000,4.5532,80.64
