timestamp,gsr_z,hr_bpm
0,2.5541,79.38
1000,2.7038,69.98
2000,1.9432,71.69
3000,1.97,77.07
4000,3.5743,79.36
5000,4.1086,78.36
6000,4.4965,77.35
7000,4.3767,76.43
8000,3.2,79.12
9000,2.9424,81.34
10000,2.9634,82.96
11000,2.2281,80.12
12000,1.4791,81.65
13000,0.807,80.43
14000,0.8036,78.55
15000,1.1658,75.64
16000,0.7864,72.14
17000,0.794,71.57
18000,0.8223,70.14
19000,0.812,72.89
20000,0.8281,72.02
21000,0.8247,72.09
22000,0.7812,72.34
23000,0.8414,79.12
24000,0.7282,66.22
25000,0.8222,71.64
26000,0.8093,78.35
27000,0.8022,73.73
28000,0.842,76.11
29000,0.7838,76.5
