timestamp,gsr_z,hr_bpm
0,2.8174,70.09
1000,1.9333,67.7
2000,2.6387,71.34
3000,2.8237,67.21
4000,3.3547,67.3
5000,3.4312,67.66
6000,4.3358,68.48
7000,3.9831,67.66
8000,3.4355,67.13
9000,2.92,72.97
10000,1.901,80.07
11000,2.8213,79.1
12000,2.9712,73.42
13000,3.308,70.54
14000,3.4786,68.36
15000,4.5185,67.14
16000,4.5659,70.47
17000,4.4691,70.62
18000,4.3859,69.82
19000,3.9073,74.71
20000,3.4585,72.77
21000,2.4149,69.38
22000,2.1929,69.57
23000,1.6117,69.89
24000,3.3895,75.02
25000,4.5302,76.44
26000,4.5385,79.45
27000,4.5137,78.98
28000,4.5002,84.56
29000,3.7764,79.22
