timestamp,gsr_z,hr_bpm
0,2.0568,71.83
1000,2.5064,73.9
2000,2.0945,68.21
3000,1.6922,67.07
4000,3.4054,67.3
5000,3.7069,76.37
6000,3.9468,71.45
7000,4.0676,73.5
8000,3.6486,74.21
9000,3.3014,74.11
10000,4.0167,71.76
11000,4.1021,77.62
12000,4.2864,82.86
13000,3.4557,75.99
14000,3.0594,76.78
15000,2.3765,77.11
16000,1.5204,72.03
17000,1.904,66.56
18000,1.5626,68.99
19000,1.8685,71.67
20000,0.791,76.62
21000,0.7942,81.98
22000,0.8205,75.95
23000,0.8102,79.91
24000,0.8516,76.66
25000,0.7662,78.02
26000,0.8031,72.43
27000,0.8313,77.06
28000,1.2408,73.32
29000,0.8384,69.9
