timestamp,gsr_z,hr_bpm
0,1.7165,83.33
1000,1.4489,84.62
2000,1.8359,77.25
3000,1.6218,72.23
4000,1.5677,77.5
5000,1.4215,82.73
6000,1.4024,82.89
7000,2.3677,83.76
8000,2.305,88.82
9000,1.5846,79.34
10000,1.8224,81.97
11000,2.1553,85.66
12000,2.5216,81.32
13000,2.7705,82.1
14000,3.0966,86.98
15000,3.5399,85.13
16000,3.9143,81.4
17000,4.1,80.56
18000,4.0656,95.56
19000,4.0963,87.37
20000,4.489,86.3
21000,4.4939,86.79
22000,4.5462,85.51
23000,4.486,82.87
24000,4.4193,80.89
25000,4.513,78.32
26000,4.4568,78.29
27000,4.5384,79.17
28000,4.4723,84.37
29000,4.5146,85.63
