timestamp,gsr_z,hr_bpm
0,2.4923,78.98
1000,3.5564,75.89
2000,4.0846,73.52
3000,4.4865,71.66
4000,4.4499,74.18
5000,4.1584,77.12
6000,4.1565,80.76
7000,3.7173,79.92
8000,4.2835,82.92
9000,4.5364,81.47
10000,4.4871,82.01
11000,4.5188,71.57
12000,4.5696,75.11
13000,4.5222,77.21
14000,4.5436,81.14
15000,4.323,79.28
16000,4.454,77.14
17000,4.4895,71.55
18000,4.5022,69.24
19000,4.5158,69.91
20000,4.5379,72.35
21000,4.4817,70.24
22000,4.4552,72.37
23000,4.5281,80.1
24000,4.4998,76.09
25000,4.5119,81.88
26000,4.4996,75.85
27000,4.5107,72.98
28000,4.4813,69.96
29000,4.4605,67.28
