timestamp,gsr_z,hr_bpm
0,2.7657,85.63
1000,2.754,83.3
2000,2.8787,84.41
3000,2.8066,91.18
4000,2.8967,89.96
5000,3.3323,89.02
6000,2.5515,95.37
7000,3.3936,94.9
8000,3.2191,96.04
9000,3.9619,91.42
10000,4.3004,87.28
11000,4.2734,92.3
12000,4.056,93.22
13000,3.831,88.62
14000,4.5274,90.49
15000,4.5281,86.51
16000,4.5188,88.93
17000,4.4751,94.43
18000,4.3827,96.86
19000,4.4343,89.16
20000,4.0904,90.41
21000,4.3383,95.65
22000,4.4159,96.16
23000,4.5258,92.38
24000,4.4548,93.21
25000,4.5766,89.54
26000,4.5493,93.18
27000,4.5104,86.57
28000,4.5302,88.5
29000,4.5089,83.5
