timestamp,gsr_z,hr_bpm
0,1.6113,68.51
1000,0.851,71.1
2000,0.8203,67.4
3000,0.893,66.83
4000,0.804,73.23
5000,1.006,67.97
6000,0.8927,68.32
7000,1.4432,68.33
8000,2.0733,66.93
9000,2.7452,68.93
10000,1.9845,67.69
11000,1.2205,70.69
12000,1.0538,71.88
13000,1.4723,76.36
14000,1.1893,69.56
15000,0.7774,72.51
16000,0.8343,73.75
17000,0.7942,71.98
18000,0.8106,68.37
19000,0.8015,67.72
20000,0.842,67.66
21000,0.7842,66.83
22000,0.7301,67.97
23000,1.441,67.98
24000,1.1727,67.71
25000,1.4085,67.32
26000,0.8286,67.5
27000,0.7887,75.38
28000,0.7768,73.68
29000,0.7858,67.07
