timestamp,gsr_z,hr_bpm
0,2.09,96.01
1000,3.7326,86.79
2000,4.4678,85.66
3000,4.462,90.08
4000,4.4892,96.02
5000,4.5156,91.19
6000,4.4849,95.75
7000,4.4764,94.81
8000,4.1374,95.25
9000,4.289,95.59
10000,4.4927,95.54
11000,4.4255,95.65
12000,4.522,88.51
13000,4.5131,85.67
14000,4.522,85.92
15000,4.5071,89.18
16000,4.5058,87.21
17000,4.5288,91.91
18000,4.492,90.62
19000,4.4732,84.65
20000,4.4822,86.64
21000,4.4688,90.14
22000,4.4772,94.68
23000,4.5303,94.67
24000,4.5134,94.33
25000,4.5198,96.46
26000,4.5173,95.52
27000,4.4903,92.18
28000,4.4671,95.67
29000,4.4887,95.97
