timestamp,gsr_z,hr_bpm
0,1.9103,86.19
1000,1.4994,82.39
2000,2.8534,80.44
3000,3.9578,83.44
4000,3.8275,77.73
5000,4.5006,83.42
6000,4.5125,82.69
7000,3.6705,83.41
8000,4.4509,79.56
9000,4.5326,82.89
10000,4.511,82.68
11000,4.45,78.41
12000,3.9754,82.97
13000,3.6555,82.57
14000,3.403,80.25
15000,3.6047,73.31
16000,3.0808,75.03
17000,1.7433,76.61
18000,1.0592,75.11
19000,0.8183,78.87
20000,0.8341,68.91
21000,0.7874,68.04
22000,0.8171,68.06
23000,0.7996,70.52
24000,0.7719,68.82
25000,0.8129,67.45
26000,0.8101,67.2
27000,0.8219,68.41
28000,0.8179,68.27
29000,0.8028,67.69
