timestamp,gsr_z,hr_bpm
0,1.1001,70.67
1000,1.2119,71.2
2000,1.5663,67.28
3000,1.3107,74.95
4000,1.5142,75.0
5000,1.4786,70.32
6000,2.0647,75.94
7000,1.8891,74.52
8000,1.9165,68.71
9000,2.1288,69.96
10000,2.9262,67.85
11000,4.0629,72.69
12000,4.492,72.62
13000,4.5321,76.73
14000,4.4845,75.23
15000,4.4959,71.69
16000,4.5501,72.05
17000,4.5294,67.44
18000,4.4905,70.23
19000,4.4956,68.36
20000,4.2111,71.95
21000,4.4726,70.48
22000,4.2069,71.51
23000,4.2975,80.12
24000,4.1654,77.93
25000,4.1709,77.02
26000,4.1464,75.15
27000,4.5344,77.06
28000,4.5021,75.61
29000,4.4341,71.12
