timestamp,gsr_z,hr_bpm
0,2.7048,75.88
1000,2.3189,66.56
2000,1.9804,66.51
3000,1.8945,71.81
4000,2.3913,69.76
5000,3.0863,67.39
6000,3.4414,66.83
7000,3.1037,67.07
8000,2.3606,68.41
9000,3.8432,69.4
10000,4.4841,70.1
11000,4.533,75.14
12000,4.4813,80.33
13000,4.3814,74.21
14000,3.6383,73.39
15000,3.9345,72.86
16000,3.9611,70.87
17000,3.698,71.96
18000,3.3152,76.88
19000,3.1783,69.62
20000,2.9599,67.08
21000,2.7052,69.82
22000,2.002,70.97
23000,1.6224,70.38
24000,0.8153,73.92
25000,0.7881,79.71
26000,1.5232,82.45
27000,1.1702,84.46
28000,0.8136,80.04
29000,0.7379,78.92
