timestamp,gsr_z,hr_bpm
0,1.4763,84.13
1000,1.1081,83.65
2000,2.4936,78.96
3000,4.164,77.73
4000,4.5233,83.74
5000,4.4852,86.0
6000,4.4446,84.81
7000,4.4872,81.95
8000,4.476,89.18
9000,4.5195,86.46
10000,4.2912,80.99
11000,4.4652,77.21
12000,3.5825,77.43
13000,4.0649,79.52
14000,4.5179,85.55
15000,4.5216,84.51
16000,4.5087,79.05
17000,4.4404,80.22
18000,4.5643,78.31
19000,4.5238,76.49
20000,4.4964,75.41
21000,4.505,76.77
22000,4.5179,84.53
23000,4.5295,87.53
24000,4.4707,83.53
25000,4.501,79.94
26000,4.4832,79.79
27000,4.4833,73.83
28000,4.518,72.84
29000,4.4553,72.32
