timestamp,gsr_z,hr_bpm
0,2.1616,74.92
1000,2.3301,75.8
2000,2.8259,80.38
3000,3.3801,83.48
4000,2.9874,75.51
5000,4.3658,74.81
6000,4.0799,68.05
7000,2.986,74.95
8000,4.1655,80.32
9000,4.4513,73.41
10000,4.5107,73.32
11000,3.6427,80.75
12000,2.9799,82.15
13000,2.396,83.95
14000,2.5256,81.17
15000,1.7997,82.51
16000,1.8062,80.25
17000,1.4212,86.4
18000,0.8286,85.24
19000,0.7773,83.59
20000,1.0484,78.57
21000,0.8299,84.77
22000,0.8754,90.16
23000,0.8289,87.79
24000,0.7331,84.48
25000,0.7831,85.28
26000,0.8068,89.46
27000,0.8261,84.96
28000,0.7694,87.06
29000,0.8078,88.39
