timestamp,gsr_z,hr_bpm
0,0.8155,77.48
1000,1.1983,82.17
2000,1.8444,78.01
3000,1.7269,79.44
4000,2.5844,75.45
5000,2.7191,78.56
6000,2.547,78.8
7000,3.6084,74.4
8000,3.8145,71.94
9000,3.74,71.88
10000,3.9018,73.23
11000,4.1219,68.39
12000,4.4771,67.41
13000,4.4538,69.55
14000,4.49,69.05
15000,4.4963,74.25
16000,4.4576,70.63
17000,4.458,68.89
18000,4.5321,68.63
19000,4.5121,67.97
20000,4.5295,67.49
21000,4.4552,67.13
22000,4.4734,66.51
23000,4.4584,74.67
24000,4.4875,71.29
25000,4.5121,67.08
26000,4.5332,68.33
27000,4.4853,74.31
28000,4.4791,74.07
29000,4.5549,77.75
