timestamp,gsr_z,hr_bpm
0,2.6603,87.34
1000,3.7042,83.74
2000,4.5158,81.35
3000,4.5084,80.47
4000,4.4946,76.44
5000,4.492,81.84
6000,4.5077,83.91
7000,4.546,85.48
8000,4.502,82.06
9000,4.5281,81.31
10000,3.7584,80.34
11000,4.4971,77.55
12000,4.2672,83.53
13000,3.8738,76.69
14000,3.8794,75.51
15000,4.31,73.04
16000,4.0729,79.51
17000,3.9472,75.41
18000,3.2631,77.2
19000,3.3708,73.76
20000,3.7137,68.75
21000,4.4615,73.5
22000,3.7988,75.06
23000,4.105,74.12
24000,3.9842,67.08
25000,4.4788,75.98
26000,4.4922,71.74
27000,4.4846,66.95
28000,4.5164,72.23
29000,4.502,69.73
