timestamp,gsr_z,hr_bpm
0,0.5205,72.23
1000,0.2193,66.72
2000,0.3271,70.7
3000,0.3687,68.59
4000,0.3654,71.78
5000,0.3755,73.72
6000,0.532,73.09
7000,0.5879,67.3
8000,0.7865,67.28
9000,0.8669,67.64
10000,0.6987,65.76
11000,0.7237,63.2
12000,1.0632,61.32
13000,0.9452,62.78
14000,1.1329,63.84
15000,1.2922,61.96
16000,1.2849,62.13
17000,1.3265,58.83
18000,1.3553,55.6
19000,1.4144,61.71
20000,1.3927,64.56
21000,1.3981,62.68
22000,1.419,62.4
23000,1.3816,63.15
24000,1.4015,64.33
25000,1.2573,66.22
26000,1.2698,64.8
27000,1.4044,65.81
28000,1.4576,62.13
29000,1.3346,62.71
