timestamp,gsr_z,hr_bpm
0,0.2092,52.15
1000,0.1151,52.08
2000,0.3099,54.24
3000,0.3029,54.94
4000,0.2847,52.07
5000,0.2954,52.02
6000,0.29,52.31
7000,0.1808,54.44
8000,0.6454,55.46
9000,0.7079,52.25
10000,0.6094,51.65
11000,0.5269,53.76
12000,0.4327,55.58
13000,0.0152,56.08
14000,0.0392,52.02
15000,-0.0165,54.49
16000,0.0363,58.15
17000,-0.2923,56.15
18000,-0.3796,52.76
19000,-0.5485,53.89
20000,-0.5733,54.18
21000,-0.6085,56.75
22000,-0.5621,54.69
23000,-0.6281,52.73
24000,-0.6535,55.96
25000,-0.5929,59.72
26000,-0.5852,56.74
27000,-0.5717,54.83
28000,-0.6024,58.45
29000,-0.5974,58.84
