timestamp,gsr_z,hr_bpm
0,1.0989,52.79
1000,0.9692,53.18
2000,1.0044,55.02
3000,1.067,60.99
4000,0.9804,61.37
5000,0.9004,57.08
6000,0.6829,53.48
7000,0.5453,59.71
8000,0.3596,61.12
9000,0.1874,64.68
10000,0.5229,64.17
11000,0.6427,59.49
12000,0.6448,58.01
13000,0.8158,63.58
14000,0.8417,67.76
15000,0.99,63.04
16000,0.9193,58.75
17000,1.0444,58.01
18000,1.1092,59.18
19000,1.1351,63.87
20000,1.3423,63.29
21000,1.2625,55.97
22000,1.1951,53.55
23000,1.1006,56.94
24000,1.2293,56.92
25000,1.3101,56.53
26000,1.3244,57.57
27000,1.3701,55.6
28000,1.3772,55.7
29000,1.4117,63.03
