timestamp,gsr_z,hr_bpm
0,-0.1273,64.57
1000,-0.1335,59.7
2000,-0.0901,64.2
3000,0.1,66.49
4000,0.1465,67.91
5000,0.3279,65.46
6000,0.3196,63.35
7000,0.2632,65.76
8000,0.2652,67.46
9000,0.3451,69.97
10000,0.4678,64.58
11000,0.6501,60.9
12000,0.9374,60.98
13000,0.8301,63.48
14000,1.1524,66.38
15000,1.4208,69.96
16000,1.2525,66.26
17000,1.3845,64.33
18000,1.3291,62.97
19000,1.4083,66.42
20000,1.3833,69.4
21000,1.3511,65.89
22000,1.3977,65.27
23000,1.4033,70.64
24000,1.4282,71.46
25000,1.436,71.86
26000,1.3723,68.71
27000,1.3809,64.22
28000,1.4048,63.54
29000,1.4467,67.24
