timestamp,gsr_z,hr_bpm
0,0.3563,69.25
1000,0.3602,68.77
2000,0.3908,65.26
3000,0.2542,66.28
4000,0.3038,67.76
5000,0.4079,62.36
6000,0.5309,60.86
7000,0.6255,57.5
8000,0.6236,59.87
9000,0.5823,59.63
10000,0.8032,54.34
11000,0.737,54.19
12000,0.7583,59.81
13000,0.8096,64.05
14000,0.7593,62.23
15000,0.7648,55.85
16000,0.8355,58.55
17000,0.7752,66.41
18000,1.1377,66.99
19000,0.9608,63.93
20000,1.1554,60.88
21000,1.3945,64.42
22000,1.2896,66.56
23000,1.2435,62.75
24000,1.2683,63.36
25000,1.0811,64.7
26000,0.948,65.9
27000,1.245,64.39
28000,1.29,64.42
29000,1.4524,64.97
