timestamp,gsr_z,hr_bpm
0,0.2719,57.42
1000,0.3324,63.15
2000,0.3393,61.1
3000,0.4462,55.17
4000,0.5371,55.98
5000,0.7388,58.22
6000,0.7097,61.97
7000,0.9448,59.28
8000,0.8758,58.03
9000,0.7705,63.61
10000,0.9992,60.98
11000,1.1887,56.87
12000,1.2145,62.04
13000,1.3476,62.58
14000,1.4121,57.85
15000,1.3744,61.1
16000,1.3902,65.21
17000,1.3971,63.16
18000,1.4455,56.76
19000,1.3696,60.23
20000,1.4254,63.73
21000,1.4148,59.05
22000,1.3433,60.19
23000,1.4072,65.14
24000,1.4059,66.27
25000,1.4173,61.55
26000,1.3663,60.71
27000,1.4218,66.66
28000,1.3938,63.36
29000,1.4182,61.54
