timestamp,gsr_z,hr_bpm
0,-0.1732,72.65
1000,0.0082,70.47
2000,0.0789,70.49
3000,0.3013,65.94
4000,0.205,63.23
5000,-0.0933,62.68
6000,-0.1172,64.8
7000,0.0583,64.27
8000,0.0197,58.84
9000,-0.2575,58.18
10000,-0.4968,61.21
11000,-0.6162,63.82
12000,-0.6137,63.77
13000,-0.5662,65.71
14000,-0.6186,67.57
15000,-0.5582,66.97
16000,-0.4769,66.76
17000,-0.1508,62.88
18000,-0.2487,64.0
19000,-0.2244,67.43
20000,-0.391,65.96
21000,-0.615,65.79
22000,-0.6153,60.06
23000,-0.6396,67.88
24000,-0.5641,74.41
25000,-0.5861,75.52
26000,-0.6652,72.77
27000,-0.6008,71.03
28000,-0.5797,74.25
29000,-0.5751,75.13
