timestamp,gsr_z,hr_bpm
0,0.5223,61.17
1000,0.2884,61.85
2000,0.3522,59.76
3000,0.436,56.67
4000,0.495,59.7
5000,0.633,60.62
6000,0.7839,52.26
7000,0.8419,51.37
8000,0.718,53.43
9000,0.7449,54.35
10000,1.0223,52.74
11000,1.0192,52.66
12000,1.0565,56.21
13000,1.0982,54.75
14000,1.3758,51.28
15000,1.3939,51.52
16000,1.4189,54.23
17000,1.2692,53.44
18000,1.2378,51.74
19000,1.4087,53.8
20000,1.3996,59.79
21000,1.3159,58.93
22000,1.3589,55.93
23000,1.3547,54.08
24000,1.4106,56.13
25000,1.4903,56.36
26000,1.3869,52.4
27000,1.4047,58.79
28000,1.4114,61.01
29000,1.436,57.1
