timestamp,gsr_z,hr_bpm
0,0.4827,54.06
1000,0.3181,51.63
2000,0.4638,57.28
3000,0.3755,58.44
4000,0.1358,57.51
5000,-0.0776,62.33
6000,0.0521,63.66
7000,-0.1686,57.42
8000,-0.2319,58.63
9000,0.0025,66.01
10000,0.0216,63.47
11000,-0.0219,62.11
12000,0.0293,66.29
13000,0.0075,63.89
14000,-0.0008,61.78
15000,0.0098,63.02
16000,-0.1459,64.72
17000,-0.1598,60.68
18000,-0.2393,56.3
19000,-0.3598,63.81
20000,-0.4883,60.68
21000,-0.3787,56.92
22000,-0.4621,63.7
23000,-0.6336,65.43
24000,-0.6029,63.19
25000,-0.5231,64.34
26000,-0.6165,68.05
27000,-0.4068,64.32
28000,-0.0783,61.02
29000,-0.0298,65.04
