timestamp,gsr_z,hr_bpm
0,0.4788,74.82
1000,0.2801,71.95
2000,0.0889,68.43
3000,0.0594,70.04
4000,0.1484,71.77
5000,0.1838,66.19
6000,0.1584,65.66
7000,-0.0982,69.6
8000,-0.3263,66.4
9000,-0.3575,63.6
10000,-0.3323,62.38
11000,-0.1911,68.88
12000,-0.2847,66.36
13000,-0.4337,63.89
14000,-0.4877,58.75
15000,-0.539,64.76
16000,-0.5751,70.67
17000,-0.4697,63.25
18000,-0.5443,57.62
19000,-0.5413,62.83
20000,-0.5647,63.23
21000,-0.5982,60.29
22000,-0.6004,61.03
23000,-0.5945,62.56
24000,-0.5695,62.56
25000,-0.615,59.79
26000,-0.5699,59.74
27000,-0.5981,62.43
28000,-0.5973,59.6
29000,-0.6002,55.6
