timestamp,gsr_z,hr_bpm
0,0.222,66.65
1000,0.3189,68.49
2000,0.4642,69.22
3000,0.3704,73.04
4000,0.4265,72.1
5000,0.5334,68.29
6000,0.4328,70.61
7000,0.2341,74.06
8000,0.1032,75.97
9000,0.0378,75.15
10000,0.0572,73.16
11000,-0.0158,74.61
12000,-0.3398,75.56
13000,-0.1917,75.92
14000,-0.2145,71.97
15000,-0.2149,67.76
16000,-0.0996,70.2
17000,-0.3422,73.25
18000,-0.3354,72.92
19000,-0.3099,73.92
20000,-0.1997,72.58
21000,-0.1396,68.18
22000,-0.1033,71.93
23000,-0.309,69.31
24000,-0.4626,65.29
25000,-0.5293,65.09
26000,-0.5828,69.75
27000,-0.6072,72.48
28000,-0.6031,68.79
29000,-0.6271,67.8
