timestamp,gsr_z,hr_bpm
0,-0.0118,58.4
1000,-0.1076,60.63
2000,-0.0391,61.35
3000,-0.3346,59.16
4000,-0.4033,56.79
5000,-0.5286,57.79
6000,-0.3999,59.28
7000,-0.4025,64.07
8000,-0.2908,61.65
9000,-0.4432,53.6
10000,-0.3545,58.28
11000,-0.3615,57.85
12000,-0.2345,63.8
13000,-0.2233,62.55
14000,-0.4166,59.09
15000,-0.5979,57.36
16000,-0.5999,59.36
17000,-0.6023,62.8
18000,-0.5927,62.24
19000,-0.638,56.76
20000,-0.6268,54.38
21000,-0.6201,54.7
22000,-0.6756,57.42
23000,-0.5538,62.58
24000,-0.6221,62.8
25000,-0.5979,60.23
26000,-0.6139,57.88
27000,-0.6232,57.28
28000,-0.6315,59.08
29000,-0.5863,59.64
