timestamp,gsr_z,hr_bpm
0,0.0849,71.46
1000,0.0043,71.35
2000,-0.0533,72.78
3000,-0.1141,71.27
4000,0.1305,66.82
5000,0.3524,69.1
6000,0.4675,74.25
7000,0.4385,68.42
8000,0.381,65.06
9000,0.3513,67.0
10000,0.5599,69.51
11000,0.7242,67.6
12000,0.6868,67.07
13000,1.0087,68.8
14000,1.0761,67.88
15000,1.2805,64.96
16000,1.2717,67.33
17000,1.2999,69.98
18000,1.4019,65.51
19000,1.3537,65.2
20000,1.3149,68.85
21000,1.3555,69.69
22000,1.3842,67.89
23000,1.4222,68.28
24000,1.4217,72.56
25000,1.3925,70.92
26000,1.423,68.2
27000,1.4117,69.92
28000,1.417,73.9
29000,1.4019,71.3
