timestamp,gsr_z,hr_bpm
0,0.9346,71.47
1000,0.9729,72.11
2000,0.7911,69.97
3000,0.8214,68.66
4000,0.9243,73.08
5000,0.8017,73.94
6000,0.8472,69.62
7000,0.8031,69.41
8000,0.6733,70.36
9000,0.6369,69.59
10000,0.3834,65.27
11000,0.4174,64.29
12000,0.1298,67.39
13000,0.0426,64.89
14000,0.015,64.68
15000,-0.3683,67.02
16000,-0.5262,69.8
17000,-0.3717,62.25
18000,-0.6068,57.63
19000,-0.5178,60.72
20000,-0.6168,63.54
21000,-0.6305,59.57
22000,-0.5721,62.36
23000,-0.5896,67.48
24000,-0.5908,68.45
25000,-0.5405,64.92
26000,-0.5617,69.97
27000,-0.5788,74.18
28000,-0.6114,70.13
29000,-0.5972,68.11
